ID,MONTHS_BALANCE,STATUS
1000494,-3,C
1000494,-4,C
1000494,-5,C
1000494,-6,2
1000494,-7,C
1000494,-8,C
1000494,-9,2
1000494,-10,X
1000494,-11,X
1000494,-12,0
1000494,-13,1
1000494,-14,1
1000494,-15,1
1000494,-16,0
1000494,-17,C
1000495,0,C
1000495,-1,C
1000495,-2,C
1000495,-3,X
1000495,-4,1
1000495,-5,X
1000495,-6,X
1000496,0,C
1000496,-1,X
1000496,-2,X
1000496,-3,C
1000496,-4,X
1000496,-5,0
1000496,-6,1
1000496,-7,0
1000496,-8,5
1000496,-9,0
1000496,-10,0
1000496,-11,5
1000496,-12,C
1000496,-13,0
1000496,-14,2
1000496,-15,4
1000496,-16,X
1000496,-17,X
1000496,-18,C
1000496,-19,2
1000496,-20,3
1000497,0,3
1000497,-1,1
1000497,-2,C
1000497,-3,C
1000497,-4,X
1000497,-5,C
1000497,-6,5
1000497,-7,X
1000497,-8,0
1000497,-9,C
1000497,-10,X
1000497,-11,C
1000497,-12,C
1000497,-13,X
1000497,-14,4
1000498,0,C
1000498,-1,0
1000498,-2,0
1000498,-3,X
1000498,-4,0
1000498,-5,0
1000499,0,C
1000499,-1,0
1000499,-2,C
1000499,-3,5
1000499,-4,X
1000499,-5,C
1000500,0,1
1000500,-1,X
1000500,-2,C
1000500,-3,C
1000500,-4,0
1000500,-5,0
1000500,-6,0
1000500,-7,0
1000500,-8,C
1000500,-9,0
1000500,-10,X
1000500,-11,C
1000500,-12,X
1000500,-13,X
1000500,-14,X
1000500,-15,C
1000500,-16,C
1000500,-17,C
1000500,-18,C
1000501,0,C
1000501,-1,C
1000501,-2,C
1000501,-3,C
1000501,-4,X
1000501,-5,C
1000501,-6,C
1000501,-7,X
1000501,-8,X
1000501,-9,C
1000501,-10,X
1000501,-11,2
1000501,-12,C
1000501,-13,4
1000501,-14,0
1000502,0,0
1000502,-1,4
1000502,-2,C
1000502,-3,2
1000502,-4,5
1000502,-5,X
1000502,-6,C
1000502,-7,X
1000502,-8,C
1000502,-9,1
1000502,-10,X
1000503,0,X
1000503,-1,X
1000503,-2,C
1000503,-3,5
1000503,-4,X
1000503,-5,X
1000503,-6,X
1000503,-7,0
1000503,-8,C
1000503,-9,C
1000504,0,0
1000504,-1,C
1000504,-2,C
1000504,-3,0
1000504,-4,X
1000504,-5,C
1000504,-6,1
1000504,-7,X
1000504,-8,0
1000504,-9,1
1000504,-10,X
1000504,-11,C
1000504,-12,X
1000504,-13,C
1000504,-14,0
1000504,-15,0
1000504,-16,C
1000504,-17,C
1000505,0,0
1000505,-1,X
1000505,-2,C
1000506,0,1
1000506,-1,C
1000506,-2,X
1000506,-3,0
1000506,-4,2
1000506,-5,C
1000506,-6,0
1000506,-7,C
1000506,-8,1
1000506,-9,0
1000506,-10,4
1000506,-11,1
1000506,-12,X
1000506,-13,X
1000506,-14,C
1000506,-15,1
1000506,-16,1
1000506,-17,0
1000506,-18,X
1000506,-19,1
1000506,-20,0
1000506,-21,C
1000507,0,C
1000507,-1,0
1000507,-2,C
1000507,-3,X
1000507,-4,0
1000507,-5,C
1000507,-6,0
1000507,-7,X
1000507,-8,C
1000507,-9,0
1000507,-10,C
1000507,-11,X
1000507,-12,X
1000507,-13,X
1000507,-14,0
1000507,-15,X
1000507,-16,0
1000507,-17,C
1000507,-18,X
1000507,-19,X
1000507,-20,C
1000507,-21,3
1000508,0,C
1000508,-1,C
1000508,-2,X
1000508,-3,1
1000509,0,X
1000509,-1,C
1000509,-2,C
1000509,-3,1
1000509,-4,0
1000509,-5,2
1000509,-6,0
1000509,-7,C
1000509,-8,C
1000509,-9,0
1000509,-10,0
1000509,-11,1
1000509,-12,X
1000509,-13,X
1000509,-14,X
1000509,-15,0
1000509,-16,X
1000509,-17,0
1000509,-18,X
1000509,-19,3
1000509,-20,X
1000509,-21,C
1000509,-22,1
1000509,-23,X
1000510,0,C
1000510,-1,C
1000510,-2,0
1000510,-3,0
1000510,-4,0
1000510,-5,5
1000510,-6,C
1000510,-7,X
1000510,-8,X
1000510,-9,X
1000510,-10,3
1000510,-11,1
1000510,-12,C
1000510,-13,0
1000510,-14,0
1000510,-15,X
1000510,-16,X
1000510,-17,0
1000511,0,C
1000511,-1,0
1000511,-2,C
1000511,-3,X
1000511,-4,C
1000511,-5,X
1000511,-6,0
1000511,-7,X
1000511,-8,1
1000511,-9,C
1000511,-10,0
1000511,-11,2
1000511,-12,0
1000511,-13,0
1000511,-14,1
1000511,-15,C
1000511,-16,4
1000512,0,C
1000512,-1,5
1000512,-2,C
1000512,-3,C
1000512,-4,X
1000512,-5,X
1000512,-6,C
1000512,-7,C
1000512,-8,C
1000512,-9,0
1000512,-10,X
1000512,-11,0
1000512,-12,C
1000512,-13,C
1000512,-14,C
1000512,-15,X
1000512,-16,C
1000512,-17,C
1000513,0,0
1000513,-1,1
1000513,-2,X
1000513,-3,X
1000513,-4,C
1000513,-5,C
1000513,-6,X
1000513,-7,X
1000513,-8,X
1000513,-9,2
1000513,-10,X
1000513,-11,1
1000513,-12,C
1000513,-13,X
1000513,-14,X
1000513,-15,C
1000514,0,0
1000514,-1,1
1000514,-2,C
1000514,-3,X
1000514,-4,C
1000514,-5,X
1000514,-6,C
1000514,-7,C
1000514,-8,C
1000514,-9,C
1000514,-10,X
1000514,-11,C
1000514,-12,1
1000515,0,1
1000515,-1,X
1000515,-2,X
1000515,-3,X
1000515,-4,C
1000515,-5,0
1000515,-6,0
1000515,-7,1
1000516,0,X
1000516,-1,1
1000516,-2,X
1000516,-3,C
1000516,-4,X
1000516,-5,0
1000516,-6,C
1000516,-7,X
1000516,-8,X
1000516,-9,X
1000517,0,X
1000517,-1,C
1000517,-2,C
1000517,-3,X
1000517,-4,C
1000517,-5,X
1000517,-6,C
1000517,-7,0
1000517,-8,X
1000518,0,C
1000518,-1,X
1000518,-2,X
1000519,0,C
1000519,-1,X
1000519,-2,C
1000519,-3,X
1000519,-4,C
1000519,-5,X
1000519,-6,X
1000519,-7,1
1000519,-8,0
1000519,-9,C
1000519,-10,C
1000519,-11,1
1000519,-12,0
1000519,-13,C
1000519,-14,X
1000519,-15,X
1000519,-16,0
1000519,-17,0
1000519,-18,X
1000519,-19,0
1000519,-20,X
1000519,-21,C
1000519,-22,0
1000520,0,C
1000520,-1,X
1000520,-2,C
1000520,-3,1
1000520,-4,3
1000520,-5,0
1000520,-6,0
1000520,-7,C
1000520,-8,1
1000520,-9,1
1000520,-10,C
1000521,0,X
1000521,-1,0
1000521,-2,X
1000521,-3,0
1000521,-4,X
1000521,-5,C
1000522,0,0
1000522,-1,C
1000522,-2,1
1000522,-3,0
1000523,0,1
1000523,-1,C
1000523,-2,C
1000523,-3,C
1000523,-4,0
1000523,-5,1
1000523,-6,C
1000523,-7,C
1000524,0,1
1000524,-1,C
1000524,-2,C
1000524,-3,2
1000524,-4,C
1000524,-5,1
1000524,-6,X
1000524,-7,1
1000524,-8,C
1000524,-9,0
1000524,-10,C
1000524,-11,X
1000524,-12,C
1000524,-13,X
1000524,-14,0
1000524,-15,C
1000524,-16,0
1000524,-17,X
1000524,-18,0
1000524,-19,0
1000524,-20,C
1000524,-21,0
1000524,-22,0
1000524,-23,C
1000525,0,X
1000525,-1,X
1000525,-2,C
1000525,-3,X
1000525,-4,C
1000525,-5,0
1000525,-6,0
1000525,-7,5
1000525,-8,5
1000525,-9,C
1000525,-10,X
1000525,-11,0
1000525,-12,0
1000525,-13,X
1000525,-14,C
1000525,-15,X
1000525,-16,3
1000525,-17,X
1000525,-18,C
1000525,-19,X
1000525,-20,X
1000526,0,X
1000526,-1,0
1000526,-2,X
1000526,-3,C
1000526,-4,X
1000526,-5,X
1000526,-6,C
1000526,-7,X
1000526,-8,X
1000526,-9,1
1000526,-10,C
1000526,-11,X
1000526,-12,C
1000526,-13,C
1000526,-14,1
1000526,-15,2
1000526,-16,C
1000526,-17,X
1000526,-18,C
1000526,-19,X
1000527,0,C
1000527,-1,X
1000527,-2,X
1000527,-3,C
1000527,-4,C
1000527,-5,1
1000527,-6,C
1000527,-7,C
1000527,-8,X
1000527,-9,C
1000527,-10,C
1000527,-11,X
1000527,-12,0
1000527,-13,0
1000527,-14,1
1000527,-15,X
1000528,0,C
1000528,-1,C
1000528,-2,X
1000528,-3,C
1000528,-4,C
1000528,-5,4
1000528,-6,C
1000528,-7,0
1000528,-8,0
1000528,-9,X
1000528,-10,C
1000528,-11,X
1000528,-12,5
1000528,-13,C
1000528,-14,C
1000528,-15,1
1000529,0,X
1000529,-1,1
1000529,-2,1
1000529,-3,X
1000529,-4,0
1000529,-5,0
1000529,-6,X
1000529,-7,0
1000529,-8,X
1000529,-9,C
1000529,-10,C
1000529,-11,C
1000529,-12,C
1000529,-13,C
1000529,-14,0
1000529,-15,C
1000529,-16,C
1000529,-17,X
1000529,-18,X
1000529,-19,0
1000529,-20,C
1000529,-21,5
1000530,0,X
1000530,-1,X
1000530,-2,X
1000530,-3,C
1000530,-4,1
1000530,-5,C
1000530,-6,0
1000530,-7,0
1000530,-8,C
1000530,-9,X
1000530,-10,0
1000530,-11,4
1000530,-12,C
1000530,-13,0
1000530,-14,C
1000530,-15,C
1000530,-16,X
1000530,-17,C
1000530,-18,1
1000530,-19,C
1000530,-20,C
1000530,-21,C
1000530,-22,C
1000531,0,X
1000531,-1,X
1000531,-2,C
1000532,0,C
1000532,-1,0
1000532,-2,X
1000532,-3,C
1000532,-4,X
1000532,-5,0
1000532,-6,C
1000532,-7,2
1000533,0,X
1000533,-1,1
1000533,-2,C
1000533,-3,1
1000533,-4,C
1000533,-5,1
1000533,-6,X
1000533,-7,0
1000533,-8,C
1000533,-9,C
1000533,-10,C
1000533,-11,C
1000533,-12,C
1000533,-13,1
1000533,-14,X
1000533,-15,C
1000533,-16,X
1000533,-17,C
1000533,-18,C
1000533,-19,X
1000533,-20,X
1000533,-21,C
1000533,-22,C
1000533,-23,X
1000534,0,5
1000534,-1,0
1000534,-2,0
1000534,-3,X
1000534,-4,X
1000534,-5,X
1000534,-6,C
1000534,-7,0
1000534,-8,X
1000534,-9,2
1000534,-10,C
1000534,-11,1
1000534,-12,3
1000534,-13,C
1000534,-14,C
1000534,-15,C
1000534,-16,C
1000534,-17,X
1000534,-18,C
1000534,-19,1
1000534,-20,2
1000534,-21,C
1000534,-22,X
1000534,-23,C
1000535,0,3
1000535,-1,X
1000535,-2,X
1000535,-3,0
1000535,-4,0
1000535,-5,X
1000535,-6,C
1000536,0,C
1000536,-1,1
1000536,-2,0
1000536,-3,C
1000536,-4,C
1000536,-5,C
1000536,-6,C
1000536,-7,X
1000536,-8,0
1000536,-9,C
1000536,-10,0
1000536,-11,X
1000536,-12,0
1000536,-13,2
1000536,-14,3
1000536,-15,0
1000537,0,X
1000537,-1,1
1000537,-2,X
1000537,-3,X
1000537,-4,C
1000537,-5,X
1000537,-6,0
1000537,-7,0
1000537,-8,C
1000537,-9,0
1000537,-10,C
1000537,-11,0
1000537,-12,C
1000537,-13,X
1000537,-14,C
1000537,-15,4
1000537,-16,0
1000537,-17,C
1000537,-18,1
1000537,-19,3
1000537,-20,X
1000538,0,X
1000538,-1,C
1000538,-2,X
1000538,-3,C
1000538,-4,X
1000538,-5,4
1000538,-6,0
1000539,0,C
1000539,-1,0
1000539,-2,C
1000539,-3,2
1000539,-4,0
1000539,-5,C
1000539,-6,1
1000539,-7,C
1000539,-8,C
1000539,-9,C
1000539,-10,X
1000539,-11,0
1000539,-12,C
1000539,-13,X
1000539,-14,C
1000539,-15,5
1000539,-16,C
1000539,-17,1
1000539,-18,C
1000539,-19,X
1000539,-20,C
1000539,-21,0
1000540,0,C
1000540,-1,C
1000540,-2,C
1000540,-3,2
1000540,-4,C
1000540,-5,3
1000540,-6,C
1000540,-7,0
1000540,-8,X
1000540,-9,C
1000540,-10,0
1000541,0,X
1000541,-1,C
1000541,-2,X
1000541,-3,C
1000541,-4,X
1000541,-5,X
1000541,-6,X
1000541,-7,C
1000541,-8,0
1000541,-9,C
1000541,-10,C
1000541,-11,0
1000541,-12,4
1000541,-13,X
1000541,-14,C
1000541,-15,X
1000541,-16,5
1000541,-17,C
1000541,-18,C
1000541,-19,X
1000541,-20,C
1000541,-21,C
1000541,-22,C
1000541,-23,X
1000542,0,C
1000542,-1,3
1000542,-2,C
1000543,0,X
1000543,-1,X
1000543,-2,0
1000543,-3,C
1000543,-4,0
1000543,-5,X
1000543,-6,0
1000543,-7,C
1000543,-8,0
1000543,-9,0
1000543,-10,2
1000543,-11,X
1000543,-12,1
1000543,-13,C
1000543,-14,C
1000543,-15,C
1000543,-16,C
1000543,-17,C
1000543,-18,0
1000544,0,C
1000544,-1,X
1000544,-2,X
1000544,-3,X
1000544,-4,C
1000544,-5,0
1000544,-6,C
1000544,-7,C
1000544,-8,X
1000544,-9,C
1000544,-10,1
1000544,-11,X
1000544,-12,C
1000544,-13,C
1000544,-14,0
1000544,-15,1
1000544,-16,C
1000545,0,X
1000545,-1,0
1000545,-2,C
1000545,-3,0
1000545,-4,5
1000546,0,C
1000546,-1,0
1000546,-2,X
1000546,-3,C
1000546,-4,0
1000546,-5,C
1000546,-6,0
1000546,-7,C
1000546,-8,X
1000547,0,X
1000547,-1,0
1000547,-2,C
1000547,-3,C
1000547,-4,C
1000547,-5,1
1000547,-6,C
1000547,-7,0
1000547,-8,0
1000548,0,C
1000548,-1,C
1000548,-2,X
1000548,-3,X
1000548,-4,2
1000548,-5,X
1000548,-6,C
1000548,-7,C
1000548,-8,C
1000548,-9,0
1000548,-10,C
1000548,-11,C
1000548,-12,0
1000548,-13,0
1000548,-14,0
1000548,-15,X
1000548,-16,C
1000548,-17,0
1000548,-18,3
1000549,0,1
1000549,-1,0
1000549,-2,X
1000549,-3,1
1000549,-4,X
1000549,-5,3
1000549,-6,1
1000549,-7,C
1000549,-8,C
1000549,-9,C
1000549,-10,X
1000549,-11,1
1000549,-12,C
1000549,-13,3
1000549,-14,4
1000549,-15,X
1000549,-16,C
1000549,-17,0
1000549,-18,C
1000549,-19,C
1000549,-20,C
1000549,-21,4
1000549,-22,1
1000550,0,C
1000550,-1,C
1000550,-2,C
1000550,-3,0
1000550,-4,X
1000550,-5,X
1000550,-6,2
1000550,-7,X
1000550,-8,2
1000551,0,C
1000551,-1,C
1000551,-2,0
1000551,-3,C
1000551,-4,X
1000551,-5,X
1000551,-6,X
1000551,-7,X
1000551,-8,X
1000551,-9,X
1000551,-10,C
1000551,-11,C
1000551,-12,C
1000551,-13,C
1000551,-14,0
1000551,-15,2
1000552,0,C
1000552,-1,C
1000552,-2,0
1000552,-3,0
1000552,-4,0
1000552,-5,1
1000552,-6,2
1000552,-7,C
1000552,-8,1
1000552,-9,0
1000552,-10,2
1000552,-11,2
1000552,-12,X
1000552,-13,0
1000552,-14,1
1000552,-15,C
1000552,-16,X
1000552,-17,C
1000552,-18,C
1000552,-19,0
1000552,-20,X
1000552,-21,X
1000552,-22,C
1000552,-23,C
1000553,0,C
1000553,-1,1
1000553,-2,3
1000553,-3,0
1000553,-4,1
1000553,-5,0
1000553,-6,0
1000553,-7,5
1000553,-8,5
1000553,-9,0
1000553,-10,X
1000553,-11,X
1000553,-12,0
1000553,-13,X
1000553,-14,5
1000553,-15,1
1000553,-16,C
1000553,-17,X
1000553,-18,X
1000553,-19,C
1000553,-20,0
1000553,-21,C
1000553,-22,X
1000553,-23,0
1000554,0,C
1000554,-1,X
1000554,-2,0
1000554,-3,X
1000554,-4,C
1000554,-5,0
1000554,-6,X
1000554,-7,X
1000554,-8,X
1000554,-9,X
1000554,-10,X
1000554,-11,X
1000554,-12,C
1000554,-13,C
1000554,-14,C
1000554,-15,C
1000554,-16,C
1000554,-17,4
1000554,-18,C
1000555,0,C
1000555,-1,C
1000555,-2,1
1000555,-3,2
1000555,-4,C
1000555,-5,X
1000555,-6,C
1000555,-7,X
1000555,-8,0
1000555,-9,5
1000555,-10,X
1000555,-11,C
1000555,-12,0
1000555,-13,1
1000555,-14,C
1000555,-15,C
1000555,-16,X
1000555,-17,C
1000555,-18,0
1000555,-19,X
1000555,-20,1
1000556,0,C
1000556,-1,X
1000556,-2,C
1000556,-3,C
1000556,-4,C
1000556,-5,C
1000556,-6,1
1000556,-7,4
1000556,-8,C
1000556,-9,2
1000556,-10,1
1000557,0,C
1000557,-1,C
1000557,-2,X
1000557,-3,C
1000557,-4,0
1000557,-5,C
1000557,-6,0
1000557,-7,2
1000557,-8,X
1000557,-9,X
1000557,-10,X
1000557,-11,2
1000557,-12,C
1000557,-13,X
1000557,-14,X
1000558,0,0
1000558,-1,X
1000558,-2,2
1000558,-3,C
1000558,-4,3
1000558,-5,C
1000558,-6,1
1000558,-7,C
1000559,0,X
1000559,-1,0
1000559,-2,4
1000559,-3,C
1000559,-4,C
1000559,-5,C
1000559,-6,C
1000559,-7,C
1000560,0,X
1000560,-1,0
1000560,-2,C
1000560,-3,C
1000560,-4,2
1000560,-5,C
1000560,-6,C
1000560,-7,C
1000560,-8,C
1000560,-9,C
1000560,-10,0
1000560,-11,C
1000560,-12,X
1000560,-13,C
1000560,-14,C
1000560,-15,0
1000560,-16,C
1000560,-17,0
1000561,0,C
1000561,-1,X
1000561,-2,X
1000561,-3,X
1000562,0,C
1000562,-1,0
1000562,-2,1
1000562,-3,C
1000562,-4,C
1000562,-5,1
1000562,-6,4
1000562,-7,X
1000562,-8,2
1000562,-9,0
1000562,-10,C
1000562,-11,C
1000562,-12,C
1000562,-13,X
1000562,-14,X
1000562,-15,3
1000562,-16,X
1000562,-17,C
1000562,-18,C
1000562,-19,2
1000562,-20,X
1000562,-21,3
1000562,-22,3
1000563,0,1
1000563,-1,0
1000563,-2,C
1000564,0,1
1000564,-1,C
1000564,-2,X
1000564,-3,0
1000564,-4,X
1000564,-5,X
1000564,-6,C
1000564,-7,X
1000564,-8,X
1000564,-9,1
1000564,-10,1
1000564,-11,C
1000564,-12,4
1000564,-13,X
1000564,-14,1
1000564,-15,C
1000564,-16,0
1000564,-17,X
1000564,-18,C
1000564,-19,C
1000564,-20,C
1000564,-21,C
1000565,0,X
1000565,-1,0
1000565,-2,C
1000565,-3,C
1000565,-4,C
1000565,-5,C
1000565,-6,C
1000565,-7,0
1000565,-8,X
1000565,-9,X
1000565,-10,C
1000565,-11,3
1000565,-12,0
1000565,-13,C
1000565,-14,X
1000566,0,1
1000566,-1,C
1000566,-2,X
1000566,-3,X
1000566,-4,0
1000566,-5,5
1000567,0,C
1000567,-1,C
1000567,-2,C
1000567,-3,C
1000567,-4,X
1000567,-5,0
1000567,-6,X
1000567,-7,X
1000567,-8,C
1000567,-9,C
1000567,-10,C
1000567,-11,4
1000567,-12,2
1000567,-13,C
1000567,-14,C
1000568,0,X
1000568,-1,X
1000568,-2,X
1000568,-3,C
1000569,0,0
1000569,-1,0
1000569,-2,C
1000569,-3,C
1000569,-4,X
1000569,-5,X
1000569,-6,2
1000569,-7,C
1000569,-8,1
1000569,-9,5
1000569,-10,1
1000569,-11,1
1000569,-12,C
1000569,-13,1
1000569,-14,X
1000569,-15,0
1000569,-16,X
1000569,-17,3
1000569,-18,X
1000570,0,X
1000570,-1,0
1000570,-2,C
1000570,-3,0
1000570,-4,X
1000570,-5,C
1000570,-6,0
1000570,-7,X
1000570,-8,2
1000570,-9,C
1000570,-10,3
1000571,0,1
1000571,-1,1
1000571,-2,C
1000571,-3,0
1000571,-4,0
1000572,0,C
1000572,-1,1
1000572,-2,C
1000572,-3,C
1000573,0,0
1000573,-1,0
1000573,-2,0
1000573,-3,0
1000573,-4,X
1000573,-5,C
1000573,-6,2
1000573,-7,C
1000573,-8,C
1000573,-9,X
1000573,-10,0
1000574,0,0
1000574,-1,C
1000574,-2,1
1000574,-3,C
1000574,-4,0
1000574,-5,X
1000574,-6,C
1000574,-7,X
1000574,-8,X
1000574,-9,1
1000574,-10,0
1000574,-11,1
1000574,-12,C
1000574,-13,X
1000574,-14,C
1000574,-15,C
1000575,0,C
1000575,-1,C
1000575,-2,C
1000575,-3,X
1000575,-4,C
1000576,0,X
1000576,-1,X
1000576,-2,0
1000576,-3,C
1000576,-4,X
1000576,-5,C
1000576,-6,3
1000577,0,C
1000577,-1,X
1000577,-2,0
1000577,-3,X
1000577,-4,X
1000577,-5,C
1000577,-6,X
1000577,-7,C
1000577,-8,C
1000577,-9,0
1000577,-10,C
1000577,-11,C
1000578,0,C
1000578,-1,C
1000578,-2,X
1000578,-3,C
1000578,-4,X
1000578,-5,C
1000578,-6,1
1000578,-7,0
1000578,-8,3
1000578,-9,C
1000578,-10,C
1000578,-11,2
1000578,-12,4
1000578,-13,C
1000578,-14,X
1000578,-15,C
1000578,-16,1
1000578,-17,C
1000578,-18,X
1000578,-19,C
1000578,-20,C
1000579,0,0
1000579,-1,0
1000579,-2,C
1000579,-3,0
1000579,-4,0
1000579,-5,5
1000579,-6,0
1000579,-7,0
1000579,-8,C
1000579,-9,X
1000579,-10,X
1000579,-11,X
1000579,-12,2
1000579,-13,C
1000579,-14,0
1000579,-15,C
1000579,-16,C
1000579,-17,C
1000579,-18,X
1000579,-19,X
1000579,-20,C
1000579,-21,1
1000579,-22,C
1000580,0,0
1000580,-1,X
1000580,-2,0
1000580,-3,1
1000580,-4,X
1000580,-5,X
1000580,-6,3
1000580,-7,5
1000580,-8,C
1000580,-9,C
1000580,-10,C
1000580,-11,X
1000580,-12,0
1000580,-13,C
1000580,-14,C
1000580,-15,2
1000580,-16,C
1000580,-17,1
1000580,-18,0
1000581,0,C
1000581,-1,C
1000581,-2,1
1000581,-3,C
1000581,-4,C
1000581,-5,0
1000581,-6,0
1000581,-7,X
1000581,-8,C
1000581,-9,X
1000581,-10,0
1000581,-11,0
1000581,-12,X
1000581,-13,C
1000581,-14,0
1000581,-15,3
1000581,-16,0
1000581,-17,C
1000582,0,1
1000582,-1,C
1000582,-2,1
1000582,-3,3
1000582,-4,C
1000582,-5,1
1000582,-6,C
1000582,-7,0
1000583,0,C
1000583,-1,2
1000583,-2,X
1000583,-3,0
1000583,-4,0
1000583,-5,2
1000583,-6,0
1000584,0,C
1000584,-1,1
1000584,-2,X
1000584,-3,C
1000584,-4,X
1000584,-5,0
1000584,-6,C
1000584,-7,0
1000584,-8,C
1000584,-9,C
1000584,-10,0
1000584,-11,2
1000584,-12,2
1000584,-13,C
1000585,0,X
1000585,-1,C
1000585,-2,C
1000585,-3,X
1000585,-4,C
1000585,-5,1
1000585,-6,1
1000585,-7,C
1000585,-8,C
1000585,-9,C
1000585,-10,X
1000585,-11,0
1000585,-12,C
1000585,-13,0
1000585,-14,C
1000585,-15,X
1000585,-16,X
1000585,-17,2
1000585,-18,0
1000585,-19,X
1000585,-20,C
1000585,-21,0
1000585,-22,X
1000586,0,C
1000586,-1,3
1000586,-2,0
1000587,0,C
1000587,-1,X
1000587,-2,0
1000587,-3,0
1000587,-4,3
1000587,-5,C
1000587,-6,4
1000587,-7,0
1000587,-8,5
1000587,-9,X
1000588,0,0
1000588,-1,X
1000588,-2,0
1000588,-3,0
1000588,-4,C
1000588,-5,C
1000588,-6,1
1000588,-7,0
1000588,-8,0
1000588,-9,C
1000588,-10,C
1000588,-11,C
1000588,-12,2
1000588,-13,X
1000588,-14,X
1000588,-15,0
1000588,-16,X
1000588,-17,C
1000588,-18,X
1000588,-19,0
1000589,0,C
1000589,-1,C
1000589,-2,0
1000589,-3,0
1000589,-4,C
1000589,-5,C
1000590,0,C
1000590,-1,C
1000590,-2,X
1000590,-3,0
1000590,-4,C
1000590,-5,X
1000590,-6,X
1000590,-7,2
1000590,-8,1
1000590,-9,1
1000590,-10,C
1000591,0,X
1000591,-1,C
1000591,-2,0
1000591,-3,X
1000591,-4,C
1000591,-5,X
1000591,-6,X
1000591,-7,C
1000591,-8,C
1000591,-9,C
1000591,-10,C
1000591,-11,1
1000592,0,X
1000592,-1,0
1000592,-2,X
1000592,-3,C
1000592,-4,1
1000592,-5,X
1000592,-6,4
1000592,-7,0
1000592,-8,0
1000592,-9,0
1000592,-10,X
1000592,-11,1
1000592,-12,X
1000592,-13,5
1000592,-14,X
1000592,-15,C
1000593,0,C
1000593,-1,X
1000593,-2,2
1000593,-3,0
1000594,0,0
1000594,-1,C
1000594,-2,0
1000594,-3,X
1000594,-4,2
1000594,-5,4
1000594,-6,X
1000594,-7,2
1000594,-8,0
1000595,0,C
1000595,-1,1
1000595,-2,C
1000595,-3,0
1000595,-4,C
1000595,-5,C
1000595,-6,C
1000595,-7,C
1000595,-8,0
1000595,-9,C
1000595,-10,5
1000595,-11,X
1000595,-12,C
1000595,-13,X
1000595,-14,2
1000595,-15,X
1000595,-16,0
1000595,-17,X
1000595,-18,X
1000595,-19,4
1000596,0,0
1000596,-1,C
1000596,-2,C
1000596,-3,X
1000596,-4,C
1000596,-5,X
1000596,-6,0
1000596,-7,C
1000596,-8,0
1000596,-9,C
1000596,-10,C
1000596,-11,C
1000596,-12,X
1000596,-13,C
1000596,-14,X
1000596,-15,X
1000597,0,X
1000597,-1,1
1000597,-2,0
1000597,-3,0
1000597,-4,X
1000597,-5,X
1000597,-6,C
1000597,-7,X
1000597,-8,C
1000597,-9,C
1000597,-10,0
1000597,-11,2
1000597,-12,0
1000597,-13,2
1000597,-14,C
1000597,-15,C
1000597,-16,X
1000597,-17,C
1000597,-18,C
1000597,-19,C
1000597,-20,1
1000598,0,1
1000598,-1,C
1000598,-2,C
1000598,-3,5
1000598,-4,C
1000598,-5,C
1000598,-6,X
1000598,-7,C
1000598,-8,X
1000598,-9,0
1000598,-10,X
1000598,-11,0
1000598,-12,0
1000598,-13,0
1000598,-14,C
1000598,-15,C
1000598,-16,C
1000598,-17,C
1000599,0,2
1000599,-1,1
1000599,-2,5
1000599,-3,X
1000599,-4,X
1000599,-5,0
1000599,-6,C
1000599,-7,C
1000599,-8,X
1000599,-9,0
1000599,-10,X
1000599,-11,C
1000599,-12,C
1000599,-13,0
1000599,-14,1
1000599,-15,X
1000599,-16,C
1000599,-17,X
1000599,-18,X
1000599,-19,0
1000599,-20,1
1000599,-21,X
1000599,-22,2
1000600,0,X
1000600,-1,3
1000600,-2,X
1000600,-3,C
1000600,-4,1
1000600,-5,0
1000600,-6,0
1000600,-7,1
1000600,-8,1
1000600,-9,1
1000600,-10,C
1000600,-11,0
1000600,-12,0
1000600,-13,C
1000601,0,X
1000601,-1,0
1000601,-2,X
1000601,-3,C
1000601,-4,1
1000602,0,X
1000602,-1,C
1000602,-2,X
1000602,-3,1
1000602,-4,0
1000602,-5,X
1000603,0,C
1000603,-1,C
1000603,-2,C
1000603,-3,1
1000603,-4,C
1000603,-5,C
1000603,-6,X
1000603,-7,X
1000603,-8,C
1000603,-9,3
1000603,-10,C
1000603,-11,X
1000603,-12,X
1000603,-13,0
1000603,-14,0
1000603,-15,1
1000603,-16,C
1000603,-17,5
1000603,-18,X
1000603,-19,0
1000603,-20,C
1000603,-21,0
1000604,0,X
1000604,-1,1
1000604,-2,X
1000604,-3,X
1000604,-4,X
1000604,-5,0
1000605,0,X
1000605,-1,0
1000605,-2,0
1000605,-3,C
1000605,-4,C
1000605,-5,C
1000605,-6,3
1000605,-7,0
1000605,-8,X
1000605,-9,C
1000605,-10,3
1000605,-11,C
1000605,-12,X
1000605,-13,C
1000605,-14,0
1000605,-15,C
1000605,-16,X
1000605,-17,0
1000605,-18,4
1000605,-19,X
1000606,0,C
1000606,-1,C
1000606,-2,X
1000606,-3,0
1000606,-4,C
1000606,-5,X
1000606,-6,C
1000606,-7,1
1000606,-8,0
1000606,-9,1
1000606,-10,2
1000606,-11,0
1000606,-12,C
1000606,-13,X
1000606,-14,C
1000606,-15,C
1000606,-16,C
1000607,0,X
1000607,-1,0
1000607,-2,1
1000608,0,X
